Date,Product_ID,Product_Category,Region,Units_Sold,Price,Revenue
2024-01-14,1044,Sports,South,8,331.53,2652.24
2023-04-08,1059,Sports,East,8,407.51,3260.08
2022-12-23,1067,Toys,West,12,362.72,4352.64
2024-11-12,1056,Toys,West,18,477.86,8601.48
2024-05-08,1053,Home,South,6,438.58,2631.48
2023-10-27,1036,Toys,West,7,92.99,650.93
2024-10-11,1082,Toys,West,17,474.24,8062.08
2022-03-26,1036,Toys,East,5,110.05,550.25
2023-09-13,1013,Clothing,North,19,495.72,9418.68
2024-11-20,1094,Sports,North,8,353.65,2829.2
2022-08-28,1091,Sports,East,19,317.49,6032.31
2022-12-29,1099,Toys,East,8,168.92,1351.36
2024-04-01,1043,Home,West,19,75.22,1429.18
2023-10-30,1082,Toys,East,7,71.82,502.73999999999995
2022-04-09,1041,Home,West,3,434.62,1303.8600000000001
2022-02-16,1000,Sports,North,6,221.9,1331.4
2024-04-18,1022,Home,East,8,284.33,2274.64
2023-02-26,1063,Home,West,18,466.6,8398.800000000001
2022-03-03,1027,Electronics,North,15,135.12,2026.8000000000002
2024-10-06,1003,Home,North,17,384.33,6533.61
2023-08-21,1040,Home,South,4,240.53,962.12
2023-01-27,1059,Clothing,North,7,114.25,799.75
2024-09-03,1017,Sports,East,17,427.96,7275.32
2024-12-11,1062,Toys,East,6,343.18,2059.08
2023-08-26,1060,Electronics,West,13,56.51,734.63
2022-12-03,1048,Home,East,7,275.46,1928.2199999999998
2024-03-20,1046,Clothing,North,9,427.36,3846.2400000000002
2024-01-22,1038,Clothing,West,19,42.8,813.1999999999999
2024-05-30,1088,Toys,North,13,213.97,2781.61
2023-09-27,1081,Toys,South,15,404.56,6068.4
2022-09-11,1005,Sports,West,17,430.6,7320.200000000001
2022-01-20,1082,Home,South,5,389.93,1949.65
2023-06-12,1052,Clothing,West,19,159.8,3036.2000000000003
2023-01-11,1075,Electronics,East,6,258.4,1550.3999999999999
2022-06-15,1024,Sports,North,12,373.23,4478.76
2024-05-10,1098,Home,West,15,84.77,1271.55
2023-09-09,1064,Toys,East,15,301.55,4523.25
2023-09-04,1004,Home,East,3,362.98,1088.94
2023-05-18,1064,Toys,East,4,426.5,1706.0
2024-07-01,1007,Home,South,5,64.72,323.6
2022-03-20,1038,Electronics,East,6,171.54,1029.24
2023-08-08,1042,Sports,West,6,275.41,1652.46
2023-11-19,1081,Toys,South,17,353.52,6009.84
2023-01-31,1072,Electronics,North,8,367.72,2941.76
2023-02-06,1004,Clothing,East,19,134.1,2547.9
2024-09-01,1003,Electronics,West,13,16.8,218.4
2022-08-12,1092,Electronics,West,15,349.97,5249.55
2023-06-02,1000,Electronics,South,17,455.47,7742.990000000001
2023-09-26,1093,Toys,North,17,400.78,6813.259999999999
2022-08-24,1055,Clothing,South,2,315.01,630.02
2022-04-26,1044,Sports,East,3,489.01,1467.03
2022-08-14,1064,Electronics,North,9,222.23,2000.07
2022-08-18,1002,Toys,North,6,267.27,1603.62
2022-07-01,1021,Toys,North,1,16.02,16.02
2022-07-29,1071,Sports,South,19,473.52,8996.88
2022-04-06,1055,Home,West,4,295.84,1183.36
2024-06-12,1017,Clothing,South,13,201.49,2619.37
2024-01-26,1024,Clothing,West,8,31.84,254.72
2023-02-19,1047,Electronics,South,5,187.59,937.95
2023-01-29,1083,Home,West,10,11.76,117.6
2023-11-27,1030,Clothing,West,19,168.92,3209.4799999999996
2024-04-23,1029,Electronics,North,12,476.21,5714.5199999999995
2023-08-27,1079,Home,West,1,85.59,85.59
2023-08-05,1065,Toys,East,9,277.25,2495.25
2022-05-13,1080,Electronics,East,16,101.44,1623.04
2024-03-01,1009,Home,West,17,393.86,6695.62
2023-10-11,1070,Sports,West,18,285.57,5140.26
2022-08-09,1058,Clothing,West,14,109.1,1527.3999999999999
2024-09-02,1050,Electronics,West,17,434.46,7385.82
2024-12-05,1008,Toys,North,1,394.17,394.17
2024-02-27,1053,Electronics,East,15,476.14,7142.099999999999
2023-11-22,1061,Clothing,North,19,10.31,195.89000000000001
2022-02-08,1080,Clothing,East,2,233.99,467.98
2023-11-21,1008,Home,West,14,499.92,6998.88
2022-06-11,1008,Toys,East,2,407.48,814.96
2022-06-10,1023,Home,East,15,417.33,6259.95
2024-12-13,1038,Toys,South,1,314.35,314.35
2024-11-23,1074,Electronics,South,1,359.32,359.32
2022-08-30,1007,Electronics,West,12,404.61,4855.32
2024-08-24,1024,Home,North,15,55.22,828.3
2024-06-08,1065,Sports,South,18,349.36,6288.4800000000005
2022-04-23,1009,Clothing,West,15,409.55,6143.25
2024-10-10,1023,Home,North,7,30.02,210.14
2022-11-14,1079,Home,South,12,155.56,1866.72
2022-01-23,1082,Electronics,East,10,168.77,1687.7
2024-04-03,1058,Clothing,South,2,428.75,857.5
2023-12-02,1030,Home,West,2,392.37,784.74
2024-10-15,1010,Electronics,South,6,331.65,1989.8999999999999
2024-12-03,1005,Electronics,South,6,404.31,2425.86
2022-05-08,1069,Home,North,10,232.18,2321.8
2024-05-25,1031,Home,North,3,438.69,1316.07
2022-06-07,1038,Electronics,East,16,124.77,1996.32
2024-04-06,1047,Home,West,5,355.24,1776.2
2024-05-01,1012,Clothing,East,5,128.46,642.3000000000001
2023-05-27,1058,Electronics,East,10,29.53,295.3
2022-02-14,1066,Electronics,South,13,149.23,1939.9899999999998
2022-08-07,1055,Home,East,3,251.52,754.5600000000001
2023-03-19,1040,Home,North,18,423.28,7619.039999999999
2022-11-11,1055,Home,East,19,259.34,4927.459999999999
2022-06-26,1034,Clothing,West,6,97.78,586.6800000000001
2022-08-16,1037,Electronics,East,1,496.46,496.46
2022-09-24,1080,Sports,West,10,142.34,1423.4
2024-05-19,1066,Clothing,West,10,492.79,4927.900000000001
2024-04-17,1033,Clothing,East,1,468.8,468.8
2023-05-04,1075,Electronics,East,19,275.8,5240.2
2023-12-03,1087,Sports,East,11,55.06,605.6600000000001
2023-11-18,1069,Electronics,West,13,350.75,4559.75
2024-09-22,1010,Clothing,North,17,424.4,7214.799999999999
2022-12-23,1026,Home,South,18,228.2,4107.599999999999
2024-05-21,1047,Electronics,East,4,127.13,508.52
2022-07-23,1023,Electronics,South,15,403.38,6050.7
2023-07-06,1017,Home,East,2,277.09,554.18
2022-11-19,1026,Sports,West,6,106.84,641.04
2023-08-17,1053,Sports,West,9,475.27,4277.43
2022-06-30,1054,Electronics,South,11,474.57,5220.2699999999995
2023-05-14,1020,Home,North,16,189.85,3037.6
2022-03-24,1058,Electronics,West,8,41.36,330.88
2022-10-30,1033,Home,South,17,319.09,5424.53
2022-09-19,1096,Clothing,West,4,165.44,661.76
2024-02-23,1057,Home,East,7,42.51,297.57
2024-07-02,1047,Electronics,South,11,446.99,4916.89
2023-11-23,1053,Toys,South,11,499.08,5489.88
2024-08-01,1017,Sports,East,11,181.7,1998.6999999999998
2023-11-14,1002,Electronics,South,15,374.93,5623.95
2023-11-20,1023,Home,East,5,42.23,211.14999999999998
2023-01-31,1000,Home,North,6,191.16,1146.96
2024-04-18,1005,Sports,East,5,63.29,316.45
2024-05-27,1018,Electronics,North,9,37.12,334.08
2024-04-02,1085,Toys,South,11,298.51,3283.6099999999997
2022-02-18,1042,Clothing,East,3,403.0,1209.0
2024-02-28,1007,Toys,South,4,231.96,927.84
2022-10-20,1068,Clothing,North,15,266.85,4002.7500000000005
2023-06-20,1051,Clothing,West,18,142.66,2567.88
2022-11-07,1072,Electronics,West,5,370.83,1854.1499999999999
2023-06-21,1046,Clothing,West,11,186.93,2056.23
2023-10-01,1084,Home,West,11,43.07,473.77
2022-08-22,1027,Clothing,West,4,91.1,364.4
2023-08-28,1045,Clothing,North,16,72.95,1167.2
2022-04-04,1003,Sports,West,11,223.58,2459.38
2022-11-23,1087,Sports,West,1,41.95,41.95
2022-08-13,1007,Electronics,South,13,405.18,5267.34
2024-08-24,1060,Electronics,East,19,454.92,8643.48
2024-06-08,1016,Home,East,6,131.71,790.26
2022-01-11,1033,Sports,East,19,247.9,4710.1
2024-11-01,1019,Toys,East,6,264.34,1586.04
2022-02-04,1079,Electronics,North,13,492.65,6404.45
2023-03-23,1073,Electronics,East,11,42.15,463.65
2023-03-17,1033,Sports,South,19,337.26,6407.94
2023-10-15,1042,Sports,North,7,179.42,1255.9399999999998
2023-08-18,1009,Home,West,12,255.89,3070.68
2022-08-17,1093,Sports,South,16,116.35,1861.6
2022-12-10,1029,Clothing,South,1,88.52,88.52
2024-09-15,1024,Toys,West,15,129.35,1940.25
2024-06-27,1056,Clothing,West,13,44.92,583.96
2023-06-11,1062,Clothing,South,10,146.26,1462.6
2022-03-16,1070,Clothing,North,18,348.27,6268.86
2022-07-15,1046,Electronics,West,4,329.23,1316.92
2022-01-29,1083,Clothing,East,6,281.7,1690.1999999999998
2023-12-07,1080,Electronics,South,8,10.19,81.52
2024-10-17,1002,Sports,South,9,71.63,644.67
2022-01-16,1045,Toys,West,8,423.01,3384.08
2024-03-15,1035,Toys,West,18,143.15,2576.7000000000003
2024-07-28,1025,Clothing,East,7,456.98,3198.86
2024-08-24,1009,Toys,East,19,438.53,8332.07
2022-08-17,1033,Electronics,East,18,85.91,1546.3799999999999
2024-08-19,1077,Sports,East,1,450.09,450.09
2023-12-16,1007,Clothing,South,11,317.64,3494.04
2024-09-10,1054,Home,West,9,318.84,2869.56
2023-07-27,1090,Toys,North,10,427.81,4278.1
2023-09-07,1009,Toys,West,10,208.48,2084.7999999999997
2022-11-22,1056,Clothing,West,1,370.28,370.28
2024-05-24,1078,Toys,East,17,337.2,5732.4
2022-12-25,1085,Toys,East,12,388.04,4656.4800000000005
2022-11-20,1044,Home,South,12,333.49,4001.88
2022-06-14,1049,Electronics,East,19,49.23,935.3699999999999
2024-03-08,1063,Clothing,South,17,153.43,2608.31
2023-03-31,1094,Clothing,West,7,470.56,3293.92
2022-07-12,1001,Home,West,11,119.48,1314.28
2023-09-19,1044,Home,West,2,241.41,482.82
2023-06-14,1094,Electronics,South,16,184.89,2958.24
2024-10-30,1061,Sports,South,9,52.29,470.61
2022-04-02,1013,Clothing,South,10,98.78,987.8
2022-05-19,1073,Toys,East,10,150.47,1504.7
2023-04-26,1093,Electronics,North,3,237.03,711.09
2023-03-25,1099,Clothing,East,17,438.52,7454.84
2024-05-18,1014,Electronics,North,14,262.65,3677.0999999999995
2022-12-06,1013,Sports,East,19,329.43,6259.17
2024-12-11,1030,Clothing,West,18,218.72,3936.96
2023-04-11,1028,Toys,South,18,436.33,7853.94
2023-12-19,1026,Clothing,East,14,334.68,4685.52
2024-03-09,1084,Electronics,South,3,54.41,163.23
2023-04-20,1008,Sports,East,10,243.98,2439.7999999999997
2023-02-05,1019,Electronics,West,13,415.34,5399.42
2023-08-28,1098,Electronics,South,12,369.49,4433.88
2024-07-20,1057,Home,West,9,453.6,4082.4
2024-09-23,1078,Electronics,North,10,121.56,1215.6
2024-07-10,1087,Sports,South,19,488.81,9287.39
2024-03-31,1048,Toys,East,16,149.69,2395.04
2023-10-19,1056,Home,South,3,34.59,103.77000000000001
2023-08-21,1015,Electronics,North,12,252.88,3034.56
2023-05-29,1099,Clothing,North,8,64.07,512.56
2024-10-26,1074,Home,East,15,343.84,5157.599999999999
2023-05-15,1007,Sports,West,11,451.27,4963.969999999999
2023-12-18,1066,Clothing,South,13,461.46,5998.98
2023-08-24,1018,Sports,West,6,307.45,1844.6999999999998
2023-10-28,1066,Clothing,West,13,272.28,3539.6399999999994
2023-04-13,1035,Toys,East,11,497.06,5467.66
2022-06-10,1088,Sports,South,6,293.92,1763.52
2022-09-27,1059,Clothing,North,6,464.45,2786.7
2024-12-15,1035,Sports,East,5,459.13,2295.65
2022-08-16,1010,Home,West,7,151.86,1063.02
2024-04-28,1050,Sports,North,19,16.74,318.05999999999995
2022-05-29,1079,Sports,West,11,225.19,2477.09
2024-12-05,1054,Clothing,South,6,432.07,2592.42
2023-09-24,1053,Sports,West,9,419.71,3777.39
2023-02-17,1016,Toys,North,18,305.8,5504.400000000001
2023-06-04,1061,Electronics,South,8,86.76,694.08
2023-01-22,1041,Home,East,18,62.72,1128.96
2022-10-02,1023,Clothing,West,5,477.79,2388.9500000000003
2022-12-19,1016,Sports,South,6,216.48,1298.8799999999999
2024-12-25,1047,Sports,South,2,327.6,655.2
2023-08-21,1083,Sports,East,4,453.87,1815.48
2023-07-12,1085,Home,East,19,436.25,8288.75
2022-04-23,1069,Electronics,North,4,287.78,1151.12
2022-05-21,1006,Toys,South,16,249.07,3985.12
2023-12-31,1013,Toys,South,1,370.28,370.28
2023-08-12,1010,Clothing,North,16,181.33,2901.28
2023-02-15,1011,Electronics,West,1,316.44,316.44
2023-01-12,1004,Electronics,South,17,21.34,362.78
2024-01-21,1004,Home,South,5,413.91,2069.55
2023-09-19,1019,Sports,West,16,499.04,7984.64
2024-09-21,1053,Electronics,East,3,477.81,1433.43
2023-12-04,1054,Sports,East,10,186.35,1863.5
2023-04-07,1057,Home,East,18,270.24,4864.32
2022-01-12,1078,Clothing,North,18,125.75,2263.5
2023-04-22,1089,Clothing,West,17,158.46,2693.82
2024-07-27,1096,Sports,East,11,234.1,2575.1
2023-02-05,1029,Sports,North,9,376.07,3384.63
2024-03-18,1023,Electronics,West,11,18.76,206.36
2022-06-26,1086,Home,East,9,202.95,1826.55
2022-02-26,1072,Clothing,South,17,282.68,4805.56
2023-03-24,1002,Electronics,South,5,115.44,577.2
2022-07-22,1099,Toys,East,12,48.45,581.4000000000001
2024-01-08,1047,Electronics,East,18,274.39,4939.0199999999995
2022-07-21,1070,Sports,North,16,322.53,5160.48
2022-12-29,1021,Toys,South,9,324.09,2916.81
2024-06-10,1013,Electronics,West,8,184.73,1477.84
2023-03-30,1047,Home,East,6,126.31,757.86
2022-12-22,1028,Clothing,West,17,117.99,2005.83
2022-08-04,1049,Toys,East,14,29.86,418.03999999999996
2024-08-29,1079,Home,South,14,100.49,1406.86
2023-07-09,1097,Electronics,East,4,411.12,1644.48
2024-06-05,1009,Sports,West,8,11.5,92.0
2022-01-23,1070,Sports,South,17,31.51,535.6700000000001
2022-06-04,1088,Home,East,1,72.24,72.24
2022-09-06,1026,Sports,South,3,215.92,647.76
2024-01-19,1078,Clothing,North,17,173.53,2950.01
2024-03-15,1095,Home,West,3,97.14,291.42
2022-05-14,1027,Home,East,7,64.37,450.59000000000003
2022-11-17,1008,Sports,East,11,470.04,5170.4400000000005
2023-01-25,1070,Home,East,15,456.51,6847.65
2023-03-10,1079,Electronics,West,7,388.23,2717.61
2024-11-11,1025,Toys,North,5,133.49,667.45
2024-05-22,1098,Toys,West,17,168.61,2866.3700000000003
2024-05-07,1080,Sports,East,5,336.26,1681.3
2022-02-20,1086,Clothing,West,1,152.93,152.93
2022-06-25,1007,Clothing,East,7,270.01,1890.07
2024-05-19,1001,Sports,West,17,329.13,5595.21
2022-09-10,1094,Sports,South,8,264.41,2115.28
2024-08-23,1056,Home,West,12,212.51,2550.12
2024-01-09,1051,Clothing,East,2,180.47,360.94
2022-10-29,1057,Toys,East,17,391.1,6648.700000000001
2023-07-02,1095,Sports,West,14,372.11,5209.54
2023-12-17,1092,Toys,West,3,351.15,1053.4499999999998
2024-02-18,1002,Toys,South,19,193.59,3678.21
2022-09-25,1007,Clothing,North,14,390.11,5461.54
2024-10-06,1058,Toys,North,8,479.27,3834.16
2023-07-05,1001,Home,South,7,347.6,2433.2000000000003
2022-11-10,1094,Home,North,5,209.87,1049.35
2022-07-03,1061,Clothing,North,3,400.28,1200.84
2023-12-14,1048,Home,East,1,308.56,308.56
2022-05-08,1019,Sports,East,19,440.06,8361.14
2023-12-01,1028,Clothing,East,15,359.46,5391.9
2023-01-21,1016,Toys,West,1,387.26,387.26
2022-09-28,1073,Sports,West,5,337.04,1685.2
2024-03-21,1021,Clothing,North,11,55.09,605.99
2023-02-19,1005,Toys,West,14,247.71,3467.94
2022-07-17,1061,Toys,East,18,37.68,678.24
2024-12-15,1097,Toys,West,9,229.3,2063.7000000000003
2024-04-10,1030,Toys,North,15,361.05,5415.75
2023-09-20,1061,Toys,East,11,216.42,2380.62
2023-08-27,1011,Clothing,North,5,10.8,54.0
2024-12-16,1011,Home,West,15,190.95,2864.25
2024-10-06,1062,Toys,South,2,43.2,86.4
2022-03-12,1015,Sports,South,12,392.49,4709.88
2024-06-29,1024,Clothing,East,7,394.04,2758.28
2023-08-17,1021,Electronics,North,2,405.13,810.26
2023-08-23,1090,Home,South,8,24.86,198.88
2023-05-29,1087,Sports,South,9,25.81,232.29
2022-03-25,1075,Toys,East,5,452.69,2263.45
2024-09-20,1017,Clothing,East,15,70.61,1059.15
2024-12-02,1044,Clothing,North,19,338.34,6428.459999999999
2024-04-18,1079,Toys,South,19,399.77,7595.629999999999
2023-08-29,1067,Sports,North,13,229.45,2982.85
2024-03-20,1011,Clothing,North,13,277.77,3611.0099999999998
2022-05-13,1048,Home,East,6,121.42,728.52
2024-12-24,1032,Sports,North,1,462.56,462.56
2022-10-17,1085,Toys,West,10,157.88,1578.8
2023-01-11,1062,Sports,North,6,116.73,700.38
2024-02-08,1017,Sports,South,3,267.45,802.3499999999999
2023-04-12,1053,Electronics,North,13,103.35,1343.55
2023-04-16,1096,Toys,West,19,346.48,6583.120000000001
2022-05-29,1026,Home,West,10,262.41,2624.1000000000004
2022-03-29,1082,Toys,South,13,82.42,1071.46
2023-01-31,1077,Electronics,South,7,42.95,300.65000000000003
2024-02-29,1024,Toys,North,15,77.11,1156.65
2024-05-14,1033,Toys,West,4,76.95,307.8
2022-01-24,1087,Home,West,11,163.3,1796.3000000000002
2024-08-13,1059,Electronics,North,8,418.3,3346.4
2022-11-07,1053,Toys,South,2,38.07,76.14
2023-10-26,1086,Toys,West,1,72.76,72.76
2023-03-14,1004,Clothing,North,1,158.42,158.42
2023-12-07,1035,Toys,South,16,281.13,4498.08
2023-02-26,1053,Home,North,18,383.81,6908.58
2022-11-17,1087,Clothing,South,11,461.38,5075.18
2023-08-10,1035,Electronics,South,8,211.92,1695.36
2024-08-04,1068,Sports,West,19,61.86,1175.34
2024-04-28,1038,Home,East,12,114.62,1375.44
2022-02-11,1069,Electronics,West,6,150.75,904.5
2024-07-27,1099,Clothing,North,16,395.19,6323.04
2023-01-22,1003,Sports,South,8,346.46,2771.68
2024-06-28,1073,Electronics,West,7,112.41,786.87
2023-12-17,1064,Home,South,3,420.99,1262.97
2023-03-07,1084,Clothing,West,1,430.99,430.99
2023-07-08,1039,Home,North,6,442.39,2654.34
2024-03-10,1036,Home,North,3,144.75,434.25
2023-03-02,1066,Clothing,North,19,75.53,1435.07
2022-01-26,1030,Toys,West,2,60.94,121.88
2023-01-20,1090,Home,East,17,206.04,3502.68
2022-02-25,1080,Clothing,North,16,220.37,3525.92
2023-09-26,1086,Home,West,7,435.42,3047.94
2022-04-16,1076,Toys,East,6,141.2,847.1999999999999
2024-04-28,1046,Clothing,West,11,317.18,3488.98
2023-11-01,1026,Electronics,West,15,396.22,5943.3
2023-01-11,1050,Electronics,North,11,141.88,1560.6799999999998
2024-01-13,1019,Electronics,East,7,140.9,986.3000000000001
2024-08-24,1012,Sports,West,15,337.89,5068.349999999999
2022-11-04,1062,Home,West,16,365.81,5852.96
2022-04-01,1043,Home,West,8,480.28,3842.24
2024-03-12,1023,Clothing,West,5,426.47,2132.3500000000004
2022-04-20,1002,Sports,North,17,412.81,7017.77
2023-08-08,1009,Home,West,2,349.23,698.46
2022-12-06,1064,Clothing,East,7,68.06,476.42
2024-09-05,1048,Toys,South,6,406.53,2439.18
2022-12-22,1057,Home,East,12,468.31,5619.72
2022-06-17,1076,Home,West,16,201.45,3223.2
2023-07-11,1077,Toys,West,11,163.69,1800.59
2024-06-23,1096,Toys,East,17,266.02,4522.34
2022-04-15,1001,Home,South,10,478.66,4786.6
2022-05-30,1065,Toys,North,16,34.91,558.56
2022-05-26,1030,Clothing,South,16,357.35,5717.6
2023-12-17,1067,Home,South,15,409.19,6137.85
2024-05-23,1097,Home,South,15,396.49,5947.35
2022-10-26,1082,Electronics,East,4,287.72,1150.88
2023-10-08,1036,Home,South,3,461.08,1383.24
2023-12-24,1072,Electronics,North,14,75.92,1062.88
2024-12-07,1023,Toys,West,10,130.12,1301.2
2023-09-30,1076,Toys,East,6,160.41,962.46
2022-08-27,1043,Clothing,East,11,14.25,156.75
2024-10-27,1093,Electronics,South,4,191.63,766.52
2023-04-09,1082,Home,West,10,88.72,887.2
2023-03-29,1040,Electronics,West,16,365.07,5841.12
2024-02-23,1073,Toys,West,8,213.33,1706.64
2024-06-15,1050,Toys,East,9,355.19,3196.71
2023-01-06,1041,Clothing,North,4,153.89,615.56
2023-05-02,1077,Toys,West,17,74.64,1268.88
2022-06-14,1039,Electronics,East,10,74.67,746.7
2022-07-11,1047,Home,South,13,109.6,1424.8
2023-12-31,1083,Home,West,17,66.46,1129.82
2022-08-02,1003,Electronics,South,19,118.07,2243.33
2023-07-28,1059,Clothing,West,17,293.73,4993.41
2024-08-14,1038,Home,South,4,135.6,542.4
2023-01-16,1004,Electronics,East,6,178.04,1068.24
2023-11-04,1095,Electronics,South,14,35.84,501.76000000000005
2024-03-08,1005,Toys,East,9,447.18,4024.62
2022-08-27,1013,Toys,South,6,77.7,466.20000000000005
2023-12-01,1069,Clothing,South,10,180.85,1808.5
2023-05-20,1077,Clothing,South,6,195.94,1175.6399999999999
2022-07-21,1011,Clothing,West,9,388.34,3495.06
2024-07-08,1061,Electronics,North,13,246.94,3210.22
2022-02-06,1026,Electronics,North,16,197.65,3162.4
2023-10-06,1053,Toys,West,16,350.98,5615.68
2024-02-04,1089,Home,South,19,302.54,5748.26
2023-12-07,1011,Clothing,South,5,48.29,241.45
2023-06-29,1007,Sports,West,11,163.22,1795.42
2023-06-24,1073,Clothing,East,15,489.52,7342.799999999999
2024-10-13,1015,Toys,East,8,246.83,1974.64
2023-01-29,1051,Electronics,West,15,217.85,3267.75
2024-04-12,1025,Toys,North,11,83.46,918.06
2024-12-01,1007,Toys,East,13,421.14,5474.82
2023-08-20,1044,Toys,West,2,75.32,150.64
2023-01-28,1092,Sports,East,2,61.49,122.98
2023-12-01,1083,Sports,West,12,225.11,2701.32
2023-03-17,1080,Clothing,East,9,223.96,2015.64
2024-07-06,1018,Electronics,East,15,490.92,7363.8
2022-11-16,1016,Toys,West,7,72.49,507.42999999999995
2023-07-07,1064,Home,North,14,247.08,3459.1200000000003
2024-12-30,1028,Clothing,North,17,108.61,1846.37
2023-07-22,1013,Clothing,East,2,353.86,707.72
2024-07-07,1016,Toys,East,9,201.93,1817.3700000000001
2022-08-24,1012,Clothing,North,13,327.75,4260.75
2024-09-13,1092,Toys,West,5,175.82,879.0999999999999
2024-10-29,1097,Clothing,South,4,286.63,1146.52
2022-03-01,1090,Electronics,East,1,239.88,239.88
2024-06-11,1062,Clothing,South,9,193.44,1740.96
2022-08-13,1032,Clothing,East,16,273.39,4374.24
2023-12-01,1028,Home,North,19,198.06,3763.14
2023-08-05,1036,Electronics,West,3,404.95,1214.85
2024-09-20,1082,Electronics,East,3,252.67,758.01
2022-06-18,1045,Electronics,South,7,452.53,3167.71
2024-12-21,1023,Clothing,North,18,119.17,2145.06
2022-01-14,1013,Sports,East,7,64.94,454.58
2022-06-13,1004,Clothing,West,16,196.67,3146.72
2024-01-27,1052,Toys,East,4,99.99,399.96
2024-11-17,1087,Home,West,13,202.63,2634.19
2023-03-22,1097,Electronics,West,10,111.63,1116.3
2023-12-17,1094,Toys,North,2,435.43,870.86
2024-09-02,1029,Toys,East,19,288.27,5477.129999999999
2024-03-29,1059,Sports,West,14,253.82,3553.48
2022-04-14,1072,Electronics,North,6,396.0,2376.0
2024-01-12,1090,Clothing,East,13,73.88,960.4399999999999
2023-03-02,1027,Electronics,West,12,429.94,5159.28
2023-10-01,1025,Home,North,12,246.82,2961.84
2024-04-29,1017,Electronics,East,12,76.85,922.1999999999999
2024-02-08,1035,Toys,West,11,411.51,4526.61
2022-10-04,1007,Toys,North,14,235.78,3300.92
2024-12-24,1017,Clothing,North,4,306.25,1225.0
2024-06-18,1083,Clothing,East,13,447.87,5822.31
2022-07-07,1057,Clothing,North,8,446.44,3571.52
2022-04-15,1031,Home,East,3,447.48,1342.44
2023-06-30,1092,Electronics,East,14,214.29,3000.06
2023-01-15,1048,Sports,West,19,377.31,7168.89
2022-04-20,1047,Electronics,East,18,124.3,2237.4
2023-06-29,1081,Clothing,North,11,417.28,4590.08
2022-12-20,1070,Home,East,13,177.44,2306.72
2024-01-13,1064,Electronics,West,6,237.32,1423.92
2022-11-13,1091,Toys,North,18,446.78,8042.039999999999
2024-12-24,1032,Electronics,West,1,404.81,404.81
2022-11-29,1049,Toys,South,2,476.73,953.46
2023-08-15,1003,Electronics,West,7,188.1,1316.7
2024-02-22,1083,Electronics,South,5,84.03,420.15
2023-06-24,1035,Electronics,South,19,456.1,8665.9
2024-01-05,1094,Clothing,East,2,251.65,503.3
2023-09-13,1027,Toys,North,3,445.81,1337.43
2023-09-11,1002,Home,East,10,368.72,3687.2000000000003
2024-06-27,1005,Sports,North,10,438.65,4386.5
2024-09-18,1044,Toys,West,8,330.81,2646.48
2022-04-09,1022,Clothing,South,9,408.06,3672.54
2022-11-13,1006,Toys,South,2,68.96,137.92
2022-05-03,1060,Home,South,3,484.46,1453.3799999999999
2024-03-09,1099,Toys,West,16,98.68,1578.88
2023-04-02,1064,Clothing,West,4,22.01,88.04
2023-06-06,1005,Clothing,East,6,270.1,1620.6000000000001
2023-06-04,1023,Sports,East,13,358.84,4664.92
2024-07-05,1036,Home,North,6,361.05,2166.3
2023-12-18,1044,Sports,North,10,176.22,1762.2
2022-11-11,1050,Electronics,South,17,379.38,6449.46
2023-12-10,1099,Clothing,West,8,422.85,3382.8
2023-12-11,1087,Sports,West,9,308.91,2780.19
2024-11-09,1044,Clothing,East,2,199.14,398.28
2023-07-14,1062,Clothing,East,17,310.65,5281.049999999999
2024-08-26,1028,Electronics,North,11,432.49,4757.39
2022-12-22,1095,Clothing,North,18,451.23,8122.14
2024-12-13,1024,Sports,East,3,25.44,76.32000000000001
2024-06-08,1009,Home,East,9,69.98,629.82
2024-03-03,1034,Toys,West,8,12.21,97.68
2022-09-22,1054,Sports,North,7,251.3,1759.1000000000001
2024-09-08,1024,Electronics,East,7,223.83,1566.8100000000002
2024-03-12,1090,Toys,East,8,277.44,2219.52
2022-02-12,1044,Clothing,South,5,344.99,1724.95
2024-05-11,1095,Sports,East,3,189.23,567.6899999999999
2022-12-16,1011,Toys,East,19,112.2,2131.8
2024-06-30,1003,Sports,West,2,203.46,406.92
2022-01-01,1089,Clothing,East,14,14.42,201.88
2023-08-07,1066,Sports,North,2,416.43,832.86
2023-03-08,1016,Electronics,South,10,198.03,1980.3
2022-02-22,1072,Toys,West,10,315.17,3151.7000000000003
2024-07-28,1092,Toys,North,17,169.12,2875.04
2023-06-04,1064,Toys,South,2,311.26,622.52
2022-05-27,1081,Sports,South,1,274.81,274.81
2023-09-21,1052,Clothing,East,18,112.19,2019.42
2022-10-26,1083,Sports,South,4,316.41,1265.64
2024-02-28,1056,Sports,South,1,63.71,63.71
2024-04-29,1097,Toys,East,17,245.73,4177.41
2022-06-27,1027,Clothing,West,3,362.74,1088.22
2024-04-21,1098,Home,East,2,279.04,558.08
2024-05-27,1015,Clothing,West,18,375.67,6762.06
2024-01-29,1020,Sports,South,4,143.85,575.4
2024-12-27,1076,Electronics,North,3,33.92,101.76
2023-03-21,1098,Clothing,West,12,37.43,449.15999999999997
2023-12-09,1041,Toys,West,16,141.68,2266.88
2023-08-25,1053,Electronics,West,11,209.76,2307.3599999999997
2022-05-25,1031,Home,West,10,273.38,2733.8
2022-10-02,1037,Home,South,19,381.25,7243.75
